job_title,company_name,location,URL
Data Scientist AI,Cephalgo,France,https://www.linkedin.com/jobs/view/3817203204/?alternateChannel=search&refId=qiAGBfM7aBffPd%2BF%2FiTKtw%3D%3D&trackingId=POAokFuHkGu4sycnKJfsAA%3D%3D&trk=d_flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BamFTI4NlQ4mHpciY4VX4eg%3D%3D
